,id,name,symbol,slug,num_market_pairs,date_added,max_supply,circulating_supply,total_supply,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated_x,quote,price,volume_24h,volume_change_24h,percent_change_1h,percent_change_24h,percent_change_7d,percent_change_30d,percent_change_60d,percent_change_90d,market_cap,market_cap_dominance,fully_diluted_market_cap,tvl,last_updated_y
847,8992,Cellframe,CELL,cellframe,27,2021-03-29T00:00:00.000Z,30300000.0,28599167.9041012,29735000.0,848,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.19240855606640828, 'volume_24h': 122597.79788002, 'volume_change_24h': 24.2292, 'percent_change_1h': -1.66830708, 'percent_change_24h': 0.16858767, 'percent_change_7d': 8.1080017, 'percent_change_30d': -9.75968286, 'percent_change_60d': -30.10643566, 'percent_change_90d': -45.79254327, 'market_cap': 5502724.60112888, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 5829979.25, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.19240855606640828,122597.79788002,24.2292,-1.66830708,0.16858767,8.1080017,-9.75968286,-30.10643566,-45.79254327,5502724.60112888,0.0,5829979.25,,2022-11-16T19:24:00.000Z
848,6747,Crust Network,CRU,crustnetwork,30,2020-08-28T00:00:00.000Z,,9245318.0,24483885.71,849,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.5885185721651875, 'volume_24h': 6834968.58330579, 'volume_change_24h': -34.6864, 'percent_change_1h': -0.34901844, 'percent_change_24h': -1.33729503, 'percent_change_7d': -6.38825656, 'percent_change_30d': -20.30435337, 'percent_change_60d': -25.73826958, 'percent_change_90d': -31.1997425, 'market_cap': 5441041.348573107, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 14409221.46, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.5885185721651875,6834968.58330579,-34.6864,-0.34901844,-1.33729503,-6.38825656,-20.30435337,-25.73826958,-31.1997425,5441041.348573107,0.0,14409221.46,,2022-11-16T19:24:00.000Z
849,19747,MandoX V2,MANDOX,mandox-v2,4,2021-12-01T06:32:52.000Z,50000000000000.0,14942856388696.266,15000000000000.0,850,15000000000000.0,5451657.311571327,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 3.6344382077142183e-07, 'volume_24h': 18661.73111406, 'volume_change_24h': 121.3627, 'percent_change_1h': -0.64695568, 'percent_change_24h': -18.39727343, 'percent_change_7d': -37.26477581, 'percent_change_30d': 8.99982267, 'percent_change_60d': 175.51974001, 'percent_change_90d': 59.28848094, 'market_cap': 5430888.819146421, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 18172191.04, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",3.6344382077142183e-07,18661.73111406,121.3627,-0.64695568,-18.39727343,-37.26477581,8.99982267,175.51974001,59.28848094,5430888.819146421,0.0,18172191.04,,2022-11-16T19:24:00.000Z
850,14822,Victoria VR,VR,victoria-vr,12,2021-11-19T05:45:39.000Z,16800000000.0,786756177.9378974,16800000000.0,851,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.006877600514963698, 'volume_24h': 1063552.98044513, 'volume_change_24h': -11.1776, 'percent_change_1h': -0.00046797, 'percent_change_24h': 1.93562098, 'percent_change_7d': -18.63108165, 'percent_change_30d': -43.12852103, 'percent_change_60d': -48.23809506, 'percent_change_90d': -66.27447744, 'market_cap': 5410994.694536554, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 115543688.65, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.006877600514963698,1063552.98044513,-11.1776,-0.00046797,1.93562098,-18.63108165,-43.12852103,-48.23809506,-66.27447744,5410994.694536554,0.0,115543688.65,,2022-11-16T19:24:00.000Z
851,7509,BoringDAO,BOR,boringdao,7,2020-10-26T00:00:00.000Z,200000.0,143641.91672746,200000.0,852,55954.0,2084564.8994764981,1.76522069,2022-11-16T19:24:00.000Z,"{'USD': {'price': 37.25497550624617, 'volume_24h': 205.1725657, 'volume_change_24h': -91.4098, 'percent_change_1h': 0.09713528, 'percent_change_24h': -4.25797786, 'percent_change_7d': -1.34371905, 'percent_change_30d': -31.05827874, 'percent_change_60d': -52.05873122, 'percent_change_90d': -63.88671, 'market_cap': 5351376.089351773, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 7450995.1, 'tvl': 3031562.06852, 'last_updated': '2022-11-16T19:24:00.000Z'}}",37.25497550624617,205.1725657,-91.4098,0.09713528,-4.25797786,-1.34371905,-31.05827874,-52.05873122,-63.88671,5351376.089351773,0.0,7450995.1,3031562.06852,2022-11-16T19:24:00.000Z
852,3721,Huobi Pool Token,HPT,huobi-pool-token,13,2019-02-01T00:00:00.000Z,,5328601919.197125,8537173495.276,853,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.0010019285463586328, 'volume_24h': 6079.81666207, 'volume_change_24h': -68.6322, 'percent_change_1h': 0.38475513, 'percent_change_24h': -7.8794837, 'percent_change_7d': -19.83849786, 'percent_change_30d': -53.50039217, 'percent_change_60d': -36.70878428, 'percent_change_90d': -36.73800205, 'market_cap': 5338878.375024997, 'market_cap_dominance': 0.0006, 'fully_diluted_market_cap': 8553637.83, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.0010019285463586328,6079.81666207,-68.6322,0.38475513,-7.8794837,-19.83849786,-53.50039217,-36.70878428,-36.73800205,5338878.375024997,0.0006,8553637.83,,2022-11-16T19:24:00.000Z
853,4704,Banano,BAN,banano,31,2020-01-22T00:00:00.000Z,,1404169942.0,1918872103.0,854,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.0037886852375158516, 'volume_24h': 100708.25329427, 'volume_change_24h': -30.0937, 'percent_change_1h': -0.46700896, 'percent_change_24h': -1.68542095, 'percent_change_7d': -8.47082428, 'percent_change_30d': -24.95028576, 'percent_change_60d': -30.47851256, 'percent_change_90d': -44.18459972, 'market_cap': 5319957.930218889, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 7270002.41, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.0037886852375158516,100708.25329427,-30.0937,-0.46700896,-1.68542095,-8.47082428,-24.95028576,-30.47851256,-44.18459972,5319957.930218889,0.0,7270002.41,,2022-11-16T19:24:00.000Z
854,8669,Sovryn,SOV,sovryn,13,2021-03-03T00:00:00.000Z,100000000.0,22638893.5933,100000000.0,855,18273253.78,4294392.706412514,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.23500974474029954, 'volume_24h': 86191.1502196, 'volume_change_24h': -0.6791, 'percent_change_1h': -0.84187083, 'percent_change_24h': 0.6483362, 'percent_change_7d': -29.54179832, 'percent_change_30d': -40.67585177, 'percent_change_60d': -49.95334676, 'percent_change_90d': -58.49160141, 'market_cap': 5320360.604564236, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 23500974.47, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.23500974474029954,86191.1502196,-0.6791,-0.84187083,0.6483362,-29.54179832,-40.67585177,-49.95334676,-58.49160141,5320360.604564236,0.0,23500974.47,,2022-11-16T19:24:00.000Z
855,8049,Tornado Cash,TORN,torn,57,2020-12-18T00:00:00.000Z,10000000.0,1099794.70871702,10000000.0,856,,,0.03146118,2022-11-16T19:23:00.000Z,"{'USD': {'price': 4.821819266466692, 'volume_24h': 8580610.819854, 'volume_change_24h': -0.8349, 'percent_change_1h': -0.21567386, 'percent_change_24h': -0.45806074, 'percent_change_7d': 22.5099675, 'percent_change_30d': -22.60703208, 'percent_change_60d': -41.14612912, 'percent_change_90d': -60.99849929, 'market_cap': 5303011.31564985, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 48218192.66, 'tvl': 168557300.34228, 'last_updated': '2022-11-16T19:23:00.000Z'}}",4.821819266466692,8580610.819854,-0.8349,-0.21567386,-0.45806074,22.5099675,-22.60703208,-41.14612912,-60.99849929,5303011.31564985,0.0,48218192.66,168557300.34228,2022-11-16T19:23:00.000Z
856,2655,Monero Classic,XMC,monero-classic,5,2018-04-20T00:00:00.000Z,,19176436.19105911,19176436.19105911,857,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.27628224793177547, 'volume_24h': 40247.13280081, 'volume_change_24h': 10.1815, 'percent_change_1h': -0.00535705, 'percent_change_24h': 0.60902898, 'percent_change_7d': -4.34188936, 'percent_change_30d': -6.00289205, 'percent_change_60d': -11.13913078, 'percent_change_90d': -30.41199732, 'market_cap': 5298108.898186064, 'market_cap_dominance': 0.0006, 'fully_diluted_market_cap': 0, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.27628224793177547,40247.13280081,10.1815,-0.00535705,0.60902898,-4.34188936,-6.00289205,-11.13913078,-30.41199732,5298108.898186064,0.0006,0.0,,2022-11-16T19:24:00.000Z
857,2605,BnkToTheFuture,BFT,bnktothefuture,8,2018-03-22T00:00:00.000Z,,729955635.3247391,1000000000.0,858,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.007255736565169392, 'volume_24h': 66276.22987358, 'volume_change_24h': -35.3115, 'percent_change_1h': -0.8431414, 'percent_change_24h': 2.97645064, 'percent_change_7d': -7.16105607, 'percent_change_30d': 15.66584423, 'percent_change_60d': 12.80581009, 'percent_change_90d': 22.12138519, 'market_cap': 5296365.794177163, 'market_cap_dominance': 0.0006, 'fully_diluted_market_cap': 7255736.57, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.007255736565169392,66276.22987358,-35.3115,-0.8431414,2.97645064,-7.16105607,15.66584423,12.80581009,22.12138519,5296365.794177163,0.0006,7255736.57,,2022-11-16T19:24:00.000Z
858,5309,OG Fan Token,OG,og-fan-token,19,2020-03-12T00:00:00.000Z,,1757909.0,5000000.0,859,3757910.0,11300222.602809764,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 3.007049823654575, 'volume_24h': 8925821.96827516, 'volume_change_24h': 45.1726, 'percent_change_1h': -0.14728096, 'percent_change_24h': -3.7849957, 'percent_change_7d': 12.42011254, 'percent_change_30d': -25.89764184, 'percent_change_60d': -47.05819259, 'percent_change_90d': -62.02211138, 'market_cap': 5286119.948450791, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 15035249.12, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",3.007049823654575,8925821.96827516,45.1726,-0.14728096,-3.7849957,12.42011254,-25.89764184,-47.05819259,-62.02211138,5286119.948450791,0.0,15035249.12,,2022-11-16T19:24:00.000Z
859,19152,Carbon Credit,CCT,carbon-credit,2,2022-03-29T10:23:35.000Z,600000000.0,16988760.0,600000000.0,860,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.30815311040534504, 'volume_24h': 23247.67212545, 'volume_change_24h': -15.8714, 'percent_change_1h': -0.00684145, 'percent_change_24h': -2.02928159, 'percent_change_7d': -3.87927925, 'percent_change_30d': 11.55605409, 'percent_change_60d': 6.8189262, 'percent_change_90d': -48.29522765, 'market_cap': 5235139.23592991, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 184891866.24, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.30815311040534504,23247.67212545,-15.8714,-0.00684145,-2.02928159,-3.87927925,11.55605409,6.8189262,-48.29522765,5235139.23592991,0.0,184891866.24,,2022-11-16T19:24:00.000Z
860,19476,TiFi Token,TIFI,tifi-token,19,2022-04-11T18:22:49.000Z,1000000000000000.0,81887224202300.89,980656114996094.4,861,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 6.254228898570567e-08, 'volume_24h': 180311.98909581, 'volume_change_24h': 1.7347, 'percent_change_1h': -1.20238095, 'percent_change_24h': -1.75290264, 'percent_change_7d': -2.82602914, 'percent_change_30d': 1.41109458, 'percent_change_60d': -39.62627898, 'percent_change_90d': -45.86040479, 'market_cap': 5121414.440297574, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 62542288.99, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",6.254228898570567e-08,180311.98909581,1.7347,-1.20238095,-1.75290264,-2.82602914,1.41109458,-39.62627898,-45.86040479,5121414.440297574,0.0,62542288.99,,2022-11-16T19:24:00.000Z
861,2324,BigONE Token,ONE,bigone-token,7,2017-12-30T00:00:00.000Z,13508522147.21,9449081034.0,8755563948.145088,862,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.0005402651758238599, 'volume_24h': 0, 'volume_change_24h': 0, 'percent_change_1h': -0.54364858, 'percent_change_24h': -2.55104183, 'percent_change_7d': 5.27771301, 'percent_change_30d': -7.17098924, 'percent_change_60d': 12.67811114, 'percent_change_90d': -9.50159297, 'market_cap': 5105009.426207909, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 7298184.09, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.0005402651758238599,0.0,0.0,-0.54364858,-2.55104183,5.27771301,-7.17098924,12.67811114,-9.50159297,5105009.426207909,0.0,7298184.09,,2022-11-16T19:24:00.000Z
862,20090,ETHAX,ETHAX,ethax,8,2022-05-11T11:49:40.000Z,800000008.0,136213662.0,800000008.0,863,126069048.0,4706659.519729338,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.037333981610849776, 'volume_24h': 156719.73309355, 'volume_change_24h': 212.2648, 'percent_change_1h': -1.07157845, 'percent_change_24h': -7.25792626, 'percent_change_7d': 3.03645715, 'percent_change_30d': 14.65425031, 'percent_change_60d': 15.21013909, 'percent_change_90d': -16.11122279, 'market_cap': 5085398.352254507, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 29867185.59, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.037333981610849776,156719.73309355,212.2648,-1.07157845,-7.25792626,3.03645715,14.65425031,15.21013909,-16.11122279,5085398.352254507,0.0,29867185.59,,2022-11-16T19:24:00.000Z
863,16104,PearDAO,PEX,peardao,7,2022-03-13T10:01:45.000Z,1000000000.0,52300308.32,1000000000.0,864,55375634.02837518,5357667.780094641,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.09675135777857287, 'volume_24h': 261152.83779619, 'volume_change_24h': 44.0951, 'percent_change_1h': -1.19431479, 'percent_change_24h': -1.87167331, 'percent_change_7d': -1.32405488, 'percent_change_30d': -20.46595965, 'percent_change_60d': -4.8792875, 'percent_change_90d': -26.55602359, 'market_cap': 5060125.842197991, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 96751357.78, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.09675135777857287,261152.83779619,44.0951,-1.19431479,-1.87167331,-1.32405488,-20.46595965,-4.8792875,-26.55602359,5060125.842197991,0.0,96751357.78,,2022-11-16T19:24:00.000Z
864,3829,Nash,NEX,nash,13,2019-04-01T00:00:00.000Z,50000000.0,29166201.0,50000000.0,865,28448244.0,4940272.856549908,,2022-11-16T19:23:00.000Z,"{'USD': {'price': 0.1736582706668963, 'volume_24h': 3940.12072313, 'volume_change_24h': -2.0513, 'percent_change_1h': -0.02411751, 'percent_change_24h': -8.3996313, 'percent_change_7d': -5.18085561, 'percent_change_30d': 40.23374436, 'percent_change_60d': -4.80110581, 'percent_change_90d': -83.36788499, 'market_cap': 5064952.027583101, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 8682913.53, 'tvl': None, 'last_updated': '2022-11-16T19:23:00.000Z'}}",0.1736582706668963,3940.12072313,-2.0513,-0.02411751,-8.3996313,-5.18085561,40.23374436,-4.80110581,-83.36788499,5064952.027583101,0.0,8682913.53,,2022-11-16T19:23:00.000Z
865,5662,Sylo,SYLO,sylo,15,2020-06-05T00:00:00.000Z,10000000000.0,2431617492.0,10000000000.0,866,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.0020663686189552376, 'volume_24h': 260036.56116302, 'volume_change_24h': -75.9304, 'percent_change_1h': -0.78986406, 'percent_change_24h': -4.83612115, 'percent_change_7d': -3.46836881, 'percent_change_30d': -10.35938174, 'percent_change_60d': -34.55244605, 'percent_change_90d': -48.1033318, 'market_cap': 5024618.078771438, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 20663686.19, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.0020663686189552376,260036.56116302,-75.9304,-0.78986406,-4.83612115,-3.46836881,-10.35938174,-34.55244605,-48.1033318,5024618.078771438,0.0,20663686.19,,2022-11-16T19:24:00.000Z
866,4860,Era Swap,ES,era-swap,2,2019-10-31T00:00:00.000Z,9100000000.0,1560361616.3843956,3278752756.0001173,867,1517510889.42,4880749.967179415,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.0032162866185723787, 'volume_24h': 100024.19228006, 'volume_change_24h': 49.0514, 'percent_change_1h': -0.28463152, 'percent_change_24h': -21.26756921, 'percent_change_7d': -26.92842813, 'percent_change_30d': -15.32820989, 'percent_change_60d': 15.19859593, 'percent_change_90d': -48.35253424, 'market_cap': 5018570.186911099, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 29268208.23, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.0032162866185723787,100024.19228006,49.0514,-0.28463152,-21.26756921,-26.92842813,-15.32820989,15.19859593,-48.35253424,5018570.186911099,0.0,29268208.23,,2022-11-16T19:24:00.000Z
867,7486,Rari Governance Token,RGT,rari-governance-token,38,2020-10-22T00:00:00.000Z,,12472025.56157962,12485047.99443493,868,5397340.0,2162737.1333974004,0.281923,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.40070426050561947, 'volume_24h': 7236.96425413, 'volume_change_24h': 71.2431, 'percent_change_1h': -2.35165739, 'percent_change_24h': -4.09735698, 'percent_change_7d': -13.22399289, 'percent_change_30d': -80.45580652, 'percent_change_60d': -88.6486056, 'percent_change_90d': -93.03049703, 'market_cap': 4997593.7796599455, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 5002811.92, 'tvl': 17726804.14343, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.40070426050561947,7236.96425413,71.2431,-2.35165739,-4.09735698,-13.22399289,-80.45580652,-88.6486056,-93.03049703,4997593.7796599455,0.0,5002811.92,17726804.14343,2022-11-16T19:24:00.000Z
868,9291,Ternoa,CAPS,ternoa,23,2021-04-19T00:00:00.000Z,2500000000.0,651975677.7100033,2500000000.0,869,756157769.0,5782833.936896536,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.007647655256579841, 'volume_24h': 203444.28535514, 'volume_change_24h': 20.5027, 'percent_change_1h': -1.25967924, 'percent_change_24h': -2.53814601, 'percent_change_7d': -2.88682476, 'percent_change_30d': -26.15736908, 'percent_change_60d': -37.79953573, 'percent_change_90d': -48.43148732, 'market_cap': 4986085.218801111, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 19119138.14, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.007647655256579841,203444.28535514,20.5027,-1.25967924,-2.53814601,-2.88682476,-26.15736908,-37.79953573,-48.43148732,4986085.218801111,0.0,19119138.14,,2022-11-16T19:24:00.000Z
869,5509,AAX Token,AAB,aax-token,2,2020-04-24T00:00:00.000Z,50000000.0,7500005.00000028,25000000.00000028,870,50000000.0,32966135.657055162,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.6593227131411032, 'volume_24h': 0, 'volume_change_24h': 0, 'percent_change_1h': 0, 'percent_change_24h': 0, 'percent_change_7d': -7.15135031, 'percent_change_30d': -25.92780482, 'percent_change_60d': -26.21592133, 'percent_change_90d': -33.10797981, 'market_cap': 4944923.645172025, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 32966135.66, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.6593227131411032,0.0,0.0,0.0,0.0,-7.15135031,-25.92780482,-26.21592133,-33.10797981,4944923.645172025,0.0,32966135.66,,2022-11-16T19:24:00.000Z
870,6947,Valobit,VBIT,valobit,7,2020-09-08T00:00:00.000Z,1600000000.0,1200806963.8904393,1600000000.0,871,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.0041101700563123105, 'volume_24h': 6373.9396, 'volume_change_24h': -6.2015, 'percent_change_1h': -0.81641717, 'percent_change_24h': 8.96999035, 'percent_change_7d': -6.4796014, 'percent_change_30d': -58.49423454, 'percent_change_60d': -68.89444035, 'percent_change_90d': -75.89515001, 'market_cap': 4935520.826393781, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 6576272.09, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.0041101700563123105,6373.9396,-6.2015,-0.81641717,8.96999035,-6.4796014,-58.49423454,-68.89444035,-75.89515001,4935520.826393781,0.0,6576272.09,,2022-11-16T19:24:00.000Z
871,3893,ChangeNOW Token,NOW,now-token,4,2019-04-29T00:00:00.000Z,,84803670.23334938,199763509.8661694,872,,,,2022-11-16T19:23:00.000Z,"{'USD': {'price': 0.05806830250232918, 'volume_24h': 0, 'volume_change_24h': -100, 'percent_change_1h': -0.84687117, 'percent_change_24h': 43.8352035, 'percent_change_7d': 51.07824175, 'percent_change_30d': 36.08588696, 'percent_change_60d': 9.22020805, 'percent_change_90d': -13.30796564, 'market_cap': 4924405.1764179, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 11599927.92, 'tvl': None, 'last_updated': '2022-11-16T19:23:00.000Z'}}",0.05806830250232918,0.0,-100.0,-0.84687117,43.8352035,51.07824175,36.08588696,9.22020805,-13.30796564,4924405.1764179,0.0,11599927.92,,2022-11-16T19:23:00.000Z
872,9061,Rainicorn,RAINI,rainicorn,11,2021-04-01T00:00:00.000Z,500000000.0,500000000.0,500000000.0,873,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.009840360174723803, 'volume_24h': 103522.57984305, 'volume_change_24h': 30.7609, 'percent_change_1h': -0.84496005, 'percent_change_24h': -2.1688559, 'percent_change_7d': -6.362655, 'percent_change_30d': -15.99745311, 'percent_change_60d': -39.9701201, 'percent_change_90d': -59.38147735, 'market_cap': 4920180.087361901, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 4920180.09, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.009840360174723803,103522.57984305,30.7609,-0.84496005,-2.1688559,-6.362655,-15.99745311,-39.9701201,-59.38147735,4920180.087361901,0.0,4920180.09,,2022-11-16T19:24:00.000Z
873,4586,ProBit Token,PROB,probit-token,3,2019-09-13T00:00:00.000Z,,42000000.0,190000000.0,874,43995208.67156597,5105183.286984733,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.11603952887452047, 'volume_24h': 2255.75982826, 'volume_change_24h': 18.9638, 'percent_change_1h': 0.99572244, 'percent_change_24h': -3.27130705, 'percent_change_7d': -20.39393602, 'percent_change_30d': -31.826873, 'percent_change_60d': -27.67369366, 'percent_change_90d': -21.68034444, 'market_cap': 4873660.21272986, 'market_cap_dominance': 0.0006, 'fully_diluted_market_cap': 22047510.49, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.11603952887452047,2255.75982826,18.9638,0.99572244,-3.27130705,-20.39393602,-31.826873,-27.67369366,-21.68034444,4873660.21272986,0.0006,22047510.49,,2022-11-16T19:24:00.000Z
874,9473,Unicly CryptoPunks Collection,UPUNK,unicly-cryptopunks-collection,2,2021-04-28T00:00:00.000Z,250000000.0,250000000.0,250000000.0,875,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.019445809990268945, 'volume_24h': 41162.60745971, 'volume_change_24h': -0.4988, 'percent_change_1h': 0.10337993, 'percent_change_24h': -3.44609038, 'percent_change_7d': -3.95365923, 'percent_change_30d': -3.38390019, 'percent_change_60d': -15.41991502, 'percent_change_90d': -37.29579118, 'market_cap': 4861452.497567236, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 4861452.5, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.019445809990268945,41162.60745971,-0.4988,0.10337993,-3.44609038,-3.95365923,-3.38390019,-15.41991502,-37.29579118,4861452.497567236,0.0,4861452.5,,2022-11-16T19:24:00.000Z
875,4951,Zynecoin,ZYN,zynecoin,3,2020-07-07T00:00:00.000Z,,32713186.10664107,96017250.0,876,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.1484760910511292, 'volume_24h': 106896.13960777, 'volume_change_24h': 315.0816, 'percent_change_1h': 12.0766959, 'percent_change_24h': 8.46663681, 'percent_change_7d': 13.1175678, 'percent_change_30d': -24.94091182, 'percent_change_60d': -27.46505016, 'percent_change_90d': -39.54694303, 'market_cap': 4857125.998942174, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 14256265.95, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.1484760910511292,106896.13960777,315.0816,12.0766959,8.46663681,13.1175678,-24.94091182,-27.46505016,-39.54694303,4857125.998942174,0.0,14256265.95,,2022-11-16T19:24:00.000Z
876,2441,Molecular Future,MOF,molecular-future,11,2018-01-20T00:00:00.000Z,,50000000000.0,50000000000.0,877,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 9.702919578906035e-05, 'volume_24h': 317778.73276234, 'volume_change_24h': -29.1831, 'percent_change_1h': 1.25180844, 'percent_change_24h': 1.7921467, 'percent_change_7d': -11.30211038, 'percent_change_30d': -1.70089972, 'percent_change_60d': -38.47497639, 'percent_change_90d': -43.81989907, 'market_cap': 4851459.7894530175, 'market_cap_dominance': 0.0006, 'fully_diluted_market_cap': 4851459.79, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",9.702919578906035e-05,317778.73276234,-29.1831,1.25180844,1.7921467,-11.30211038,-1.70089972,-38.47497639,-43.81989907,4851459.7894530175,0.0006,4851459.79,,2022-11-16T19:24:00.000Z
877,14294,Metaverse.Network Pioneer,NEER,bitcountry-neer,2,2021-05-27T00:00:00.000Z,100000000.0,19453215.0,100000000.0,878,20390940.0,5077715.14444619,,2022-11-16T19:23:00.000Z,"{'USD': {'price': 0.2490181984963023, 'volume_24h': 159983.15398566, 'volume_change_24h': 6.3201, 'percent_change_1h': 0.65682764, 'percent_change_24h': -7.73288337, 'percent_change_7d': -10.67166114, 'percent_change_30d': -43.08593458, 'percent_change_60d': -45.76217913, 'percent_change_90d': -52.32983253, 'market_cap': 4844204.554261246, 'market_cap_dominance': 0, 'fully_diluted_market_cap': 24901819.85, 'tvl': None, 'last_updated': '2022-11-16T19:23:00.000Z'}}",0.2490181984963023,159983.15398566,6.3201,0.65682764,-7.73288337,-10.67166114,-43.08593458,-45.76217913,-52.32983253,4844204.554261246,0.0,24901819.85,,2022-11-16T19:23:00.000Z
878,2213,QASH,QASH,qash,18,2017-11-21T00:00:00.000Z,,350000000.0,1000000000.0,879,,,,2022-11-16T19:24:00.000Z,"{'USD': {'price': 0.013786345293564796, 'volume_24h': 49126.50065838, 'volume_change_24h': -5.526, 'percent_change_1h': 13.96409656, 'percent_change_24h': 41.91107871, 'percent_change_7d': -17.93800925, 'percent_change_30d': -43.4854179, 'percent_change_60d': -42.68839264, 'percent_change_90d': -44.69045418, 'market_cap': 4825220.852747679, 'market_cap_dominance': 0.0006, 'fully_diluted_market_cap': 13786345.29, 'tvl': None, 'last_updated': '2022-11-16T19:24:00.000Z'}}",0.013786345293564796,49126.50065838,-5.526,13.96409656,41.91107871,-17.93800925,-43.4854179,-42.68839264,-44.69045418,4825220.852747679,0.0006,13786345.29,,2022-11-16T19:24:00.000Z
